"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",55.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",58.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",60.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",60.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",23,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",24.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",25.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",26.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",59,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",60.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",60.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",60.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",94.2,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",92.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",97.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",97.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",56.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",60.4,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",61.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",61,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",25.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",25.8,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",30,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",29.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",62.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",63.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",64,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",63.9,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",95.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",94.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",96.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",95.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",55.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",59.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",60.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",60.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",23.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",25.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",27.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",27.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",60.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",61.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",62,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",61.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",82.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",87.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",78.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",83.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",84.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",66.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",63.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",64.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",61.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",67.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",55.5,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",56.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",54.8,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",55.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",57.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",70.2,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",69.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",67.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",67.3,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",69.8,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",88.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",85.1,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",90,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",87.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",87.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",67.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",68.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",68.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",65.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",65.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",58,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",58.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",60,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",59,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",60.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",72.4,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",73.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",74.4,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",72,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",72.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",85.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",86.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",84,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",85.6,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",86,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",67.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",66.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",66.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",63.1,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",66.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",56.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",57.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",57.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",57.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",58.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",71.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",71.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",71.1,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",69.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",71.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","FIN","Finland","2016","2016",88.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","FIN","Finland","2017","2017",85.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","FIN","Finland","2018","2018",82.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","FIN","Finland","2019","2019",81.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","FIN","Finland","2020","2020",77.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","FIN","Finland","2016","2016",69.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","FIN","Finland","2017","2017",69.5,,
